height,reach,weight,primary_division,basic_info_hometown,basic_info_name,basic_info_nationality,basic_info_nickname,fight_history_professional_count,fight_history_professional_draw_count,fight_history_professional_loss_count,fight_history_professional_nc_count,fight_history_professional_win_count,record_summary_draws,record_summary_losses_decision_percentage,record_summary_losses_decisions,record_summary_losses_knockouts,record_summary_losses_ko_percentage,record_summary_losses_others,record_summary_losses_submission_percentage,record_summary_losses_submissions,record_summary_losses_total,record_summary_no_contests,record_summary_wins_decision_percentage,record_summary_wins_decisions,record_summary_wins_knockouts,record_summary_wins_ko_percentage,record_summary_wins_others,record_summary_wins_submission_percentage,record_summary_wins_submissions,record_summary_wins_total,record_summary_win_ratio
193.04,195.58,83.91452,Middleweight,"Connellsville, Pennsylvania",Josh Fremd,United States,,17,0,6,0,11,0,50,3,2,33,0,16,1,6,0,27,3,4,36,0,36,4,11,0.6470588235294118
172.72,175.26,77.11064,Welterweight,"Santa Clara, New Mexico",Matt Madrid,United States,El Diablo,11,0,8,0,3,0,0,0,1,12,2,62,5,8,0,0,0,2,66,0,33,1,3,0.2727272727272727
172.72,175.26,65.77083999999999,Featherweight,London,Ashleigh Grimshaw,England,The White Wolf,37,1,13,3,20,1,38,5,6,46,0,15,2,13,3,10,2,9,45,0,45,9,20,0.6060606060606061
185.42,187.96,93.439952,Heavyweight,"Rome, Lazio",Alessio Sakara,Italy,Legionarius,37,0,13,2,22,0,23,3,6,46,1,23,3,13,2,18,4,16,72,0,9,2,22,0.6285714285714286
185.42,187.96,91.171992,Light Heavyweight,,Michael Tielrooy,Belgium,,14,0,9,0,5,0,11,1,1,11,0,77,7,9,0,0,0,4,80,0,20,1,5,0.35714285714285715
182.88,185.42,77.564232,Middleweight,,Marko Kisic,Austria,,15,0,5,0,10,0,40,2,3,60,0,0,0,5,0,20,2,3,30,0,50,5,10,0.6666666666666666
190.5,193.04,112.490816,Heavyweight,"Seattle, Washington",Josh Barnett,United States,The Warmaster,43,0,8,0,35,0,37,3,4,50,0,12,1,8,0,14,5,10,28,1,54,19,35,0.813953488372093
200.66,203.2,119.748288,Heavyweight,Santiago de Cuba,Robelis Despaigne,Cuba,The Bad Boy,7,0,2,0,5,0,100,2,0,0,0,0,0,2,0,0,0,5,100,0,0,0,5,0.7142857142857143
172.72,175.26,61.688512,Featherweight,Accrington,Ian Entwistle,England,Enty,14,0,5,0,9,0,0,0,4,80,0,20,1,5,0,0,0,1,11,1,77,7,9,0.6428571428571429
177.8,180.34,61.23492,Bantamweight,"West Monroe, Louisiana",Jesse Butler,United States,,18,0,6,0,12,0,66,4,2,33,0,0,0,6,0,25,3,1,8,0,66,8,12,0.6666666666666666
167.64,170.18,61.23492,Bantamweight,Tamuning,Trevin Jones,Guam,5 Star,27,0,12,1,14,0,75,9,0,0,0,25,3,12,1,50,7,3,21,0,28,4,14,0.5384615384615384
157.48,160.02,51.709488,Strawweight,Busan,Seo Hee Ham,South Korea,Hamzzang,35,0,9,0,26,0,55,5,2,22,0,22,2,9,0,73,19,4,15,0,11,3,26,0.7428571428571429
170.18,172.72,65.77083999999999,Featherweight,"Dallas, Texas",Fernie Garcia,United States,,15,0,5,0,10,0,80,4,1,20,0,0,0,5,0,60,6,1,10,0,30,3,10,0.6666666666666666
175.26,177.8,89.811216,Light Heavyweight,"Sakurai, Nara",Masutatsu Yano,Japan,,7,1,4,0,2,1,25,1,2,50,0,25,1,4,0,100,2,0,0,0,0,0,2,0.3333333333333333
187.96,190.5,117.93392,Heavyweight,"Fargo, North Dakota",Chris Tuchscherer,United States,The Crowbar,26,0,4,1,21,0,25,1,3,75,0,0,0,4,1,23,5,12,57,0,19,4,21,0.84
177.8,180.34,77.11064,Welterweight,"Niteroi, Rio de Janeiro",Gilbert Burns,Brazil,Durinho,30,0,8,0,22,0,62,5,3,37,0,0,0,8,0,31,7,6,27,0,40,9,22,0.7333333333333333
187.96,190.5,110.222856,Heavyweight,"Reno, Nevada",Rocky Batastini,United States,,30,0,22,0,8,0,9,2,7,31,1,54,12,22,0,0,0,7,87,0,12,1,8,0.26666666666666666
185.42,187.96,77.564232,Middleweight,"Las Vegas, Nevada",Bristol Marunde,United States,,26,0,10,0,16,0,20,2,5,50,0,30,3,10,0,43,7,3,18,0,37,6,16,0.6153846153846154
175.26,177.8,92.98636,Light Heavyweight,"Medford, Oregon",Josh Haynes,United States,Bring the Pain,25,0,11,0,14,0,45,5,5,45,0,9,1,11,0,14,2,4,28,0,57,8,14,0.56
170.18,172.72,60.781328,Bantamweight,"Santos, Sao Paulo",Tainara Lisboa,Brazil,Thai Panther,9,0,2,0,7,0,50,1,0,0,0,50,1,2,0,14,1,3,42,0,42,3,7,0.7777777777777778
177.8,180.34,77.11064,Welterweight,"Deerfield Beach, Florida",Rich Attonito,United States,The Raging Bull,15,0,5,0,10,0,40,2,2,40,0,20,1,5,0,40,4,4,40,0,20,2,10,0.6666666666666666
180.34,182.88,70.30676,Lightweight,"Kansas City, Missouri",Trey Ogden,United States,Shamurai,26,0,7,1,18,0,57,4,0,0,0,42,3,7,1,38,7,0,0,0,61,11,18,0.72
162.56,165.1,56.699,Flyweight,"Oas, Albay",Wallen del Rosario,Philippines,BBOY,10,0,2,0,8,0,100,2,0,0,0,0,0,2,0,50,4,3,37,0,12,1,8,0.8
172.72,175.26,65.77083999999999,Featherweight,"Lincoln, Nebraska",Mirsad Bektic,United States,,17,0,4,0,13,0,25,1,2,50,0,25,1,4,0,30,4,6,46,0,23,3,13,0.7647058823529411
175.26,177.8,85.275296,Light Heavyweight,,Pat Assalone,,,7,0,4,1,2,0,0,0,2,50,0,50,2,4,1,0,0,1,50,0,50,1,2,0.3333333333333333
175.26,177.8,77.11064,Welterweight,"Santo Andre, Santa Catarina",Leonardo Mafra Teixeira,Brazil,Macarrao,22,0,7,0,15,0,0,0,5,71,0,28,2,7,0,33,5,9,60,0,6,1,15,0.6818181818181818
172.72,175.26,70.30676,Lightweight,Paranaque,Rolando Dy,Philippines,The Incredible,29,0,13,1,15,0,38,5,6,46,0,15,2,13,1,60,9,4,26,0,13,2,15,0.5357142857142857
185.42,187.96,92.98636,Light Heavyweight,"San Diego, California",Joey Beltran,United States,The Mexicutioner,34,0,15,1,18,0,60,9,5,33,0,6,1,15,1,22,4,12,66,0,11,2,18,0.5454545454545454
187.96,190.5,120.20188,Heavyweight,Amsterdam,Gilbert Yvel,Netherlands,The Hurricane,58,1,16,1,40,1,37,6,5,31,3,12,2,16,1,0,0,34,85,0,15,6,40,0.7142857142857143
175.26,177.8,70.30676,Lightweight,"Bedford, Ohio",Devonte Smith,United States,King Kage,15,0,4,0,11,0,25,1,3,75,0,0,0,4,0,0,0,10,90,0,9,1,11,0.7333333333333333
177.8,180.34,77.11064,Welterweight,"Denham Springs, Louisiana",Kyle Bradley,United States,,33,0,12,1,20,0,8,1,6,50,0,41,5,12,1,10,2,11,55,0,35,7,20,0.625
190.5,193.04,83.91452,Middleweight,"Blumenau, Santa Catarina",Alberto Emiliano Pereira,Brazil,Uda,17,0,4,0,13,0,0,0,2,50,0,50,2,4,0,15,2,4,30,0,53,7,13,0.7647058823529411
172.72,175.26,61.23492,Bantamweight,"Murmansk, Oblast de Murmansk",Yana Santos,Russia,Foxy,24,0,8,1,15,0,37,3,3,37,0,25,2,8,1,46,7,7,46,0,6,1,15,0.6521739130434783
180.34,182.88,65.77083999999999,Featherweight,"Elmhurst, Illinois",Robbie Sandoval,United States,,2,0,2,0,0,0,0,0,0,0,0,100,2,2,0,0,0,0,0,0,0,0,0,0.0
185.42,187.96,83.91452,Middleweight,,Dylan Andrews,New Zealand,The Villain,30,0,11,1,18,0,18,2,5,45,0,36,4,11,1,11,2,13,72,0,16,3,18,0.6206896551724138
187.96,190.5,76.203456,Welterweight,"Clinton, Iowa",Mark Stoddard,United States,,26,0,10,0,16,0,40,4,1,10,0,50,5,10,0,6,1,6,37,0,56,9,16,0.6153846153846154
185.42,187.96,77.11064,Welterweight,Beirut,Rami Hamed,Lebanon,The Russian,18,0,3,1,14,0,0,0,0,0,0,100,3,3,1,28,4,9,64,0,7,1,14,0.8235294117647058
160.02,162.56,59.420552,Bantamweight,"El Paso, Texas",Jesus Urbina,United States,Honey Badger,18,0,9,0,9,0,55,5,3,33,0,11,1,9,0,44,4,0,0,0,55,5,9,0.5
170.18,172.72,70.30676,Lightweight,"Sagamihara, Kanagawa",Yusuke Kasuya,Japan,,27,2,10,0,15,2,50,5,3,30,0,20,2,10,0,6,1,3,20,0,73,11,15,0.6
172.72,175.26,65.77083999999999,Featherweight,"Sao Goncalo, Rio de Janeiro",Sheymon Moraes,Brazil,,22,0,6,0,16,0,33,2,2,33,0,33,2,6,0,50,8,7,43,0,6,1,16,0.7272727272727273
175.26,177.8,63.50288,Featherweight,"North Platte, Nebraska",Joe Doherty,United States,,12,0,3,0,9,0,33,1,0,0,0,66,2,3,0,22,2,2,22,0,55,5,9,0.75
170.18,172.72,70.30676,Lightweight,"Honolulu, Hawaii",Guy Delumeau,United States,,34,3,13,0,18,3,38,5,6,46,0,15,2,13,0,55,10,4,22,0,22,4,18,0.5806451612903226
172.72,175.26,67.131616,Featherweight,"Corvallis, Oregon",Julian Wallace,United States,,2,0,1,0,1,0,100,1,0,0,0,0,0,1,0,0,0,0,0,0,100,1,1,0.5
162.56,165.1,66.224432,Lightweight,"Los Angeles, California",Jay Valencia,United States,,6,0,4,0,2,0,0,0,2,50,0,50,2,4,0,100,2,0,0,0,0,0,2,0.3333333333333333
160.02,162.56,56.699,Flyweight,"Lake Elsinore, California",Karlee Pangilinan,United States,,9,0,3,0,6,0,0,0,1,33,0,66,2,3,0,0,0,4,66,0,33,2,6,0.6666666666666666
185.42,187.96,77.11064,Welterweight,Sfax,Mounir Lazzez,Tunisia,Sniper,14,0,3,0,11,0,33,1,1,33,0,33,1,3,0,27,3,8,72,0,0,0,11,0.7857142857142857
177.8,180.34,78.471416,Middleweight,Osh,Altynbek Mamashov,Kyrgyzstan,Golden,24,1,5,1,17,1,80,4,1,20,0,0,0,5,1,5,1,9,52,0,41,7,17,0.7727272727272727
185.42,187.96,77.11064,Welterweight,"St. Albert, Alberta",Sheldon Westcott,Canada,,13,1,3,0,9,1,66,2,1,33,0,0,0,3,0,22,2,4,44,0,33,3,9,0.75
182.88,185.42,77.11064,Welterweight,"Johannesburg, Gauteng",Don Madge,South Africa,Magic Man,17,1,5,0,11,1,40,2,2,40,0,20,1,5,0,9,1,5,45,0,45,5,11,0.6875
180.34,182.88,77.11064,Welterweight,Laguna,John Adajar,Philippines,Outlaw,9,0,3,0,6,0,0,0,1,33,0,66,2,3,0,16,1,5,83,0,0,0,6,0.6666666666666666
172.72,175.26,61.23492,Bantamweight,"Santana, Amapa",Raulian Paiva,Brazil,,30,1,6,0,23,1,50,3,2,33,0,16,1,6,0,69,16,4,17,0,13,3,23,0.7931034482758621
160.02,162.56,61.23492,Bantamweight,"Kostroma, Kostroma Oblast",Oleg Borisov,Russia,,35,1,7,0,27,1,57,4,1,14,0,28,2,7,0,51,14,12,44,0,3,1,27,0.7941176470588235
190.5,193.04,92.98636,Light Heavyweight,Rio de Janeiro,Vinny Magalhaes,Brazil,Pezao,33,0,12,2,19,0,50,6,5,41,0,8,1,12,2,5,1,3,15,0,78,15,19,0.6129032258064516
177.8,180.34,61.23492,Bantamweight,"Valencia, California",German Baltazar,United States,,5,0,2,0,3,0,100,2,0,0,0,0,0,2,0,66,2,0,0,0,33,1,3,0.6
187.96,190.5,77.11064,Welterweight,"Swindon, Wiltshire",Phil Wells,England,,18,0,7,0,11,0,14,1,4,57,0,28,2,7,0,18,2,6,54,0,27,3,11,0.6111111111111112
170.18,172.72,65.77083999999999,Featherweight,"Puebla, Puebla",Daniel Vega,Mexico,Danger,24,1,10,0,13,1,30,3,3,30,0,40,4,10,0,15,2,9,69,1,7,1,13,0.5652173913043478
193.04,195.58,118.841104,Heavyweight,"Naperville, Illinois",Curtis Blaydes,United States,Razor,24,0,5,1,18,0,0,0,5,100,0,0,0,5,1,27,5,13,72,0,0,0,18,0.782608695652174
182.88,185.42,77.11064,Welterweight,"Balneario Camboriu, Santa Catarina",Glaico Franca,Brazil,Brazilian Zombie,32,0,8,1,23,0,75,6,1,12,0,12,1,8,1,8,2,11,47,0,43,10,23,0.7419354838709677
175.26,177.8,56.699,Flyweight,"Newry, County Down",Damien Rooney,Ireland,The Rage,17,1,5,0,11,1,40,2,3,60,0,0,0,5,0,9,1,2,18,1,63,7,11,0.6875
175.26,177.8,65.77083999999999,Featherweight,"Las Vegas, Nevada",Keith Lee,United States,Killa,13,0,5,0,8,0,80,4,0,0,0,20,1,5,0,50,4,3,37,0,12,1,8,0.6153846153846154
175.26,177.8,99.79024,Heavyweight,"Vancouver, British Columbia",Chris Franco,Canada,,5,0,3,0,2,0,0,0,2,66,0,33,1,3,0,0,0,0,0,0,100,2,2,0.4
185.42,187.96,92.98636,Light Heavyweight,"Makhachkala, Dagestan",Saparbek Safarov,Russia,,13,0,3,0,10,0,0,0,1,33,0,66,2,3,0,10,1,7,70,0,20,2,10,0.7692307692307693
165.1,167.64,52.16308,Strawweight,"Covina, California",Tatiana Suarez,United States,,11,0,1,0,10,0,100,1,0,0,0,0,0,1,0,30,3,2,20,0,50,5,10,0.9090909090909091
167.64,170.18,56.699,Flyweight,"Sydney, New South Wales",Ashkan Mokhtarian,Australia,The Assassin,17,0,4,0,13,0,50,2,1,25,0,25,1,4,0,7,1,7,53,0,38,5,13,0.7647058823529411
177.8,180.34,77.11064,Welterweight,"Curitiba, Parana",Carlos Leal,Brazil,The Lion,28,0,6,0,22,0,83,5,0,0,0,16,1,6,0,31,7,11,50,2,9,2,22,0.7857142857142857
165.1,167.64,56.699,Flyweight,"Soldotna, Alaska",Victor Rodriguez,United States,Vicious,9,0,4,0,5,0,0,0,3,75,0,25,1,4,0,0,0,5,100,0,0,0,5,0.5555555555555556
180.34,182.88,65.77083999999999,Featherweight,"Nagoya, Aichi",Hatsu Hioki,Japan,,43,2,12,0,29,2,58,7,4,33,0,8,1,12,0,41,12,5,17,0,41,12,29,0.7073170731707317
180.34,182.88,82.100152,Middleweight,"Kildare, County Kildare",Tom Egan,Ireland,The Tank,12,0,5,0,7,0,40,2,2,40,0,20,1,5,0,0,0,6,85,1,0,0,7,0.5833333333333334
180.34,182.88,77.11064,Welterweight,Gothenburg,Besam Yousef,Sweden,,11,0,4,0,7,0,50,2,0,0,0,50,2,4,0,14,1,2,28,0,57,4,7,0.6363636363636364
167.64,170.18,61.688512,Featherweight,"Toms River, New Jersey",Frankie Edgar,United States,The Answer,36,1,11,0,24,1,54,6,5,45,0,0,0,11,0,54,13,7,29,0,16,4,24,0.6857142857142857
172.72,175.26,65.77083999999999,Featherweight,"New York, New York",Chris Piriz,United States,,15,0,7,0,8,0,85,6,1,14,0,0,0,7,0,25,2,4,50,0,25,2,8,0.5333333333333333
167.64,170.18,61.23492,Bantamweight,Ulyanovsk,Alexandr Usoltsev,Russia,,1,0,1,0,0,0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,0.0
177.8,180.34,76.657048,Welterweight,"Davenport, Illinois",Jason Black,United States,The Black Legion,28,1,4,0,23,1,25,1,1,25,0,50,2,4,0,17,4,6,26,4,39,9,23,0.8518518518518519
185.42,187.96,84.368112,Light Heavyweight,"Wilmington, North Carolina",Derek Brunson,United States,Blonde,33,0,9,0,24,0,22,2,7,77,0,0,0,9,0,33,8,12,50,0,16,4,24,0.7272727272727273
175.26,177.8,63.049288,Featherweight,"Toms River, New Jersey",Lester Caslow,United States,,27,0,11,1,15,0,45,5,0,0,0,54,6,11,1,13,2,4,26,0,60,9,15,0.5769230769230769
162.56,165.1,77.11064,Welterweight,"Campo Grande, Mato Grosso do Sul",Michel Igenho,Brazil,Pigmeu,39,0,23,1,15,0,4,1,13,56,0,39,9,23,1,13,2,9,60,0,26,4,15,0.39473684210526316
182.88,185.42,83.91452,Middleweight,"Seattle, Washington",Ivan Salaverry,United States,,23,0,9,0,14,0,33,3,4,44,1,11,1,9,0,28,4,5,35,0,35,5,14,0.6086956521739131
172.72,175.26,65.77083999999999,Featherweight,"Dos Palos, California",Art Arciniega,United States,King Arthur,24,0,7,0,17,0,71,5,2,28,0,0,0,7,0,47,8,1,5,0,47,8,17,0.7083333333333334
185.42,187.96,83.91452,Middleweight,"Fortaleza, Ceara",Caio Magalhaes,Brazil,Hellboy,17,0,7,0,10,0,57,4,2,28,0,14,1,7,0,30,3,3,30,0,40,4,10,0.5882352941176471
170.18,172.72,60.781328,Bantamweight,"Bronx, New York",Leo Muniz,United States,The Mexicutioner,11,0,3,0,8,0,0,0,3,100,0,0,0,3,0,62,5,3,37,0,0,0,8,0.7272727272727273
185.42,187.96,77.564232,Middleweight,"Umea, Vasterbotten",Andreas Stahl,Sweden,Real Steel,23,0,6,0,17,0,16,1,4,66,0,16,1,6,0,47,8,8,47,0,5,1,17,0.7391304347826086
170.18,172.72,61.23492,Bantamweight,"Tulsa, Oklahoma",Kody Powell,United States,,16,0,10,0,6,0,10,1,2,20,0,70,7,10,0,16,1,0,0,0,83,5,6,0.375
177.8,180.34,78.925008,Middleweight,"Pompano Beach, Florida",Steve Bruno,United States,Hollywood,21,0,6,0,15,0,66,4,2,33,0,0,0,6,0,13,2,6,40,0,46,7,15,0.7142857142857143
175.26,177.8,70.30676,Lightweight,,Ruben S. Gonzales,United States,,8,0,7,0,1,0,42,3,3,42,0,14,1,7,0,0,0,1,100,0,0,0,1,0.125
185.42,187.96,114.758776,Heavyweight,"Sydney, New South Wales",Brad Morris,Australia,,16,0,6,0,10,0,0,0,4,66,0,33,2,6,0,30,3,4,40,0,30,3,10,0.625
157.48,160.02,56.699,Flyweight,"Bogota, Capital District",Fredy Serrano,Colombia,El Profe,6,0,2,0,4,0,100,2,0,0,0,0,0,2,0,25,1,2,50,1,0,0,4,0.6666666666666666
167.64,170.18,63.049288,Featherweight,Panama City,Joselyne Edwards,Panama,La Pantera,20,0,6,0,14,0,83,5,0,0,0,16,1,6,0,35,5,5,35,0,28,4,14,0.7
180.34,182.88,77.11064,Welterweight,"Hamilton, Waikato",Luke Jumeau,New Zealand,The Jedi,18,0,5,0,13,0,60,3,0,0,0,40,2,5,0,30,4,5,38,0,30,4,13,0.7222222222222222
180.34,182.88,77.11064,Welterweight,"Indianapolis, Indiana",Chris Lytle,United States,Lights Out,54,5,18,0,31,5,88,16,2,11,0,0,0,18,0,19,6,6,19,0,61,19,31,0.6326530612244898
177.8,180.34,83.91452,Middleweight,"Plano, Texas",Charles Byrd,United States,Kid Dynamite,17,0,7,0,10,0,14,1,3,42,1,28,2,7,0,20,2,3,30,0,50,5,10,0.5882352941176471
185.42,187.96,70.30676,Lightweight,"Brush Creek, Arkansas",Thomas Gifford,United States,The Young Lion,29,0,10,2,17,0,30,3,4,40,0,30,3,10,2,5,1,3,17,0,76,13,17,0.6296296296296297
177.8,180.34,83.91452,Middleweight,"Kirkland, Washington",Matt Hume,United States,The Wizard,10,0,5,0,5,0,60,3,0,0,0,40,2,5,0,0,0,2,40,0,60,3,5,0.5
185.42,187.96,77.11064,Welterweight,"Taubate, Sao Paulo",Carlos Prates,Brazil,The Nightmare,27,0,6,0,21,0,16,1,2,33,0,50,3,6,0,9,2,16,76,0,14,3,21,0.7777777777777778
185.42,187.96,77.11064,Welterweight,"Raducaneni, Isai",Daniel Frunza,Romania,Tigano,12,0,3,0,9,0,0,0,1,33,0,66,2,3,0,11,1,8,88,0,0,0,9,0.75
170.18,172.72,61.23492,Bantamweight,Deurne,Cindy Dandois,Belgium,Battlecat,24,0,7,0,17,0,57,4,1,14,0,28,2,7,0,11,2,5,29,1,52,9,17,0.7083333333333334
193.04,195.58,116.119552,Heavyweight,Amsterdam,Alistair Overeem,Netherlands,The Demolition Man,67,0,19,1,47,0,15,3,15,78,0,5,1,19,1,10,5,25,53,0,36,17,47,0.7121212121212122
172.72,175.26,70.760352,Welterweight,Auckland,Brad Riddell,New Zealand,Quake,14,0,4,0,10,0,0,0,1,25,0,75,3,4,0,50,5,5,50,0,0,0,10,0.7142857142857143
167.64,170.18,73.028312,Welterweight,"Joao Pessoa, Paraiba",Jean   Silva,Brazil,White Bear,35,3,12,1,19,3,41,5,2,16,0,41,5,12,1,15,3,5,26,0,57,11,19,0.6129032258064516
167.64,170.18,70.30676,Lightweight,"Hazlet, New Jersey",Cody Mooney,United States,,5,0,2,0,3,0,50,1,0,0,0,50,1,2,0,33,1,0,0,0,66,2,3,0.6
165.1,167.64,56.699,Flyweight,"Portsmouth, Hampshire",Phil Harris,England,Billy,36,0,12,2,22,0,16,2,5,41,0,41,5,12,2,22,5,4,18,0,59,13,22,0.6470588235294118
170.18,172.72,65.317248,Featherweight,"Fortaleza, Ceara",Diego Brandao,Brazil,Ceara,52,0,22,0,30,0,31,7,12,54,1,9,2,22,0,23,7,17,56,0,20,6,30,0.5769230769230769
167.64,170.18,61.23492,Bantamweight,"Wahiawa, Hawaii",C.J. Soliven,United States,Sleepy,4,0,2,0,2,0,0,0,1,50,0,50,1,2,0,0,0,0,0,0,100,2,2,0.5
170.18,172.72,56.699,Flyweight,"Uberlandia, Minas Gerais",Mayra Bueno Silva,Brazil,Sheetara,17,1,5,1,10,1,80,4,1,20,0,0,0,5,1,20,2,1,10,0,70,7,10,0.6666666666666666
177.8,180.34,61.23492,Bantamweight,"Plymouth, Massachusetts",Robbie Slade,United States,,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,1,1,25,0,50,2,4,1.0
193.04,195.58,101.151016,Heavyweight,Osh,Uran Satybaldiev,Kyrgyzstan,Gorilla,9,0,1,0,8,0,100,1,0,0,0,0,0,1,0,25,2,5,62,0,12,1,8,0.8888888888888888
185.42,187.96,83.91452,Middleweight,"New York, New York",Dwight Grant,United States,The Body Snatcher,17,0,6,0,11,0,66,4,2,33,0,0,0,6,0,36,4,7,63,0,0,0,11,0.6470588235294118
165.1,167.64,56.699,Flyweight,Phuket,Thanongsaklek Chuwattana,Thailand,Topnoi Kiwram,15,0,6,0,9,0,66,4,1,16,0,16,1,6,0,33,3,6,66,0,0,0,9,0.6
180.34,182.88,76.657048,Welterweight,"Raytown, Missouri",Rudy Bears,United States,Bad News,31,0,15,0,16,0,13,2,5,33,0,53,8,15,0,18,3,6,37,0,43,7,16,0.5161290322580645
187.96,190.5,92.98636,Featherweight,"Qingdao, Shandong",Mingyang Zhang,China,Mountain Tiger,24,0,6,0,18,0,16,1,3,50,0,33,2,6,0,0,0,12,66,0,33,6,18,0.75
193.04,195.58,83.91452,Middleweight,"Los Angeles, California",Osman Diaz,United States,Ozzy,13,0,3,0,10,0,0,0,3,100,0,0,0,3,0,10,1,7,70,0,20,2,10,0.7692307692307693
180.34,182.88,92.98636,Light Heavyweight,"Niagara Falls, New York",Rashad Evans,United States,Suga,29,1,8,0,20,1,62,5,3,37,0,0,0,8,0,55,11,8,40,0,5,1,20,0.7142857142857143
180.34,182.88,70.30676,Lightweight,Lima,Rolando Bedoya,Peru,The Machine,18,0,4,0,14,0,100,4,0,0,0,0,0,4,0,50,7,4,28,0,21,3,14,0.7777777777777778
172.72,175.26,74.84268,Welterweight,"Seattle, Washington",Danny Bennett,United States,Boy,10,0,7,0,3,0,0,0,0,0,1,85,6,7,0,0,0,3,100,0,0,0,3,0.3
170.18,172.72,69.853168,Lightweight,"Kasugai, Aichi",Hiroki Noritsugi,Japan,,7,0,5,0,2,0,20,1,1,20,0,60,3,5,0,100,2,0,0,0,0,0,2,0.2857142857142857
172.72,175.26,61.23492,Bantamweight,"Chone, Manabi",Marlon Vera,Ecuador,Chito,34,1,10,0,23,1,100,10,0,0,0,0,0,10,0,21,5,8,34,0,43,10,23,0.696969696969697
180.34,182.88,102.0582,Heavyweight,"Limo, Ohio",Jody Poff,United States,,15,0,8,1,6,0,12,1,2,25,1,50,4,8,1,0,0,1,16,0,83,5,6,0.42857142857142855
177.8,180.34,70.30676,Lightweight,Radzionkow,Artur Sowinski,Poland,Kornik,41,0,14,2,25,0,50,7,2,14,0,35,5,14,2,28,7,11,44,1,24,6,25,0.6410256410256411
190.5,193.04,76.657048,Welterweight,"Orlando, Florida",Jose Figueroa,United States,,20,0,7,0,13,0,28,2,3,42,0,28,2,7,0,15,2,6,46,0,38,5,13,0.65
167.64,170.18,65.77083999999999,Featherweight,"Columbus, Ohio",Billy Vaughan,United States,,29,0,17,0,12,0,17,3,0,0,0,82,14,17,0,0,0,3,25,0,75,9,12,0.41379310344827586
167.64,170.18,56.699,Flyweight,"Manaus, Amazonas",Jose Matheus Ortiz,Brazil,Justin,21,0,8,0,13,0,12,1,5,62,0,25,2,8,0,38,5,5,38,0,23,3,13,0.6190476190476191
185.42,187.96,83.91452,Middleweight,"Plymouth, Wisconsin",Nick Klein,United States,Blue Collar,8,0,2,0,6,0,0,0,2,100,0,0,0,2,0,16,1,2,33,0,50,3,6,0.75
182.88,185.42,77.11064,Welterweight,"Brasilia, Distrito Federal",Yuri Villefort,Brazil,,20,0,8,0,12,0,62,5,1,12,0,25,2,8,0,25,3,5,41,0,33,4,12,0.6
175.26,177.8,83.91452,Middleweight,"Sydney, Australia",Manuel Rodriguez,El Salvador,Chalate,16,0,5,0,11,0,20,1,2,40,0,40,2,5,0,18,2,2,18,0,63,7,11,0.6875
185.42,187.96,113.398,Heavyweight,"Chandler, Arizona",Gilbert Aldana,United States,El Peligro,8,0,2,0,6,0,0,0,2,100,0,0,0,2,0,0,0,5,83,0,16,1,6,0.75
187.96,190.5,77.11064,Welterweight,"Davie, Florida",Miguel Baeza,United States,Caramel Thunder,14,0,4,0,10,0,50,2,2,50,0,0,0,4,0,20,2,7,70,0,10,1,10,0.7142857142857143
182.88,185.42,93.439952,Heavyweight,Brasov,Nicolae Negumereanu,Romania,Nick,15,0,2,0,13,0,50,1,1,50,0,0,0,2,0,15,2,8,61,0,23,3,13,0.8666666666666667
177.8,180.34,65.77083999999999,Featherweight,"Dedham, Massachusetts",Matt Tullos,United States,The Paperboy,2,0,1,0,1,0,100,1,0,0,0,0,0,1,0,0,0,0,0,0,100,1,1,0.5
190.5,193.04,92.98636,Featherweight,"Beaver Falls, Pennsylvania",Adam Milstead,United States,The Prototype,12,0,3,1,8,0,33,1,2,66,0,0,0,3,1,0,0,6,75,0,25,2,8,0.7272727272727273
187.96,190.5,83.91452,Middleweight,"Powell, Ohio",A.J. Dobson,United States,,11,0,3,1,7,0,66,2,1,33,0,0,0,3,1,28,2,3,42,0,28,2,7,0.7
167.64,170.18,61.23492,Bantamweight,"Boise, Idaho",Brandon Hempleman,United States,Hot Rod,14,0,4,0,10,0,25,1,2,50,0,25,1,4,0,60,6,1,10,0,30,3,10,0.7142857142857143
170.18,172.72,65.317248,Featherweight,"Seattle, Washington",Shad Lierley,United States,,8,0,3,0,5,0,33,1,1,33,0,33,1,3,0,40,2,1,20,0,40,2,5,0.625
177.8,180.34,83.91452,Middleweight,"Johnstown, Pennsylvania",Chris Dempsey,United States,,18,0,7,0,11,0,0,0,6,85,0,14,1,7,0,54,6,2,18,0,27,3,11,0.6111111111111112
193.04,195.58,83.91452,Middleweight,"Kenosha, Wisconsin",James Bochnovic,United States,,15,0,5,0,10,0,20,1,2,40,0,40,2,5,0,0,0,1,10,0,90,9,10,0.6666666666666666
175.26,177.8,66.224432,Lightweight,Managua,Leonardo Morales,Nicaragua,Chimmy,23,0,9,0,14,0,55,5,1,11,0,33,3,9,0,28,4,6,42,0,28,4,14,0.6086956521739131
175.26,177.8,70.30676,Lightweight,"Wenonah, New Jersey",Joe Solecki,United States,,19,0,6,0,13,0,66,4,2,33,0,0,0,6,0,30,4,0,0,0,69,9,13,0.6842105263157895
