height,reach,weight,primary_division,basic_info_hometown,basic_info_name,basic_info_nationality,basic_info_nickname,fight_history_professional_count,fight_history_professional_draw_count,fight_history_professional_loss_count,fight_history_professional_nc_count,fight_history_professional_win_count,record_summary_draws,record_summary_losses_decision_percentage,record_summary_losses_decisions,record_summary_losses_knockouts,record_summary_losses_ko_percentage,record_summary_losses_others,record_summary_losses_submission_percentage,record_summary_losses_submissions,record_summary_losses_total,record_summary_no_contests,record_summary_wins_decision_percentage,record_summary_wins_decisions,record_summary_wins_knockouts,record_summary_wins_ko_percentage,record_summary_wins_others,record_summary_wins_submission_percentage,record_summary_wins_submissions,record_summary_wins_total,record_summary_win_ratio
167.64,170.18,52.16308,Strawweight,"Albuquerque, New Mexico",Heather Clark,United States,Hurricane,14,0,6,0,8,0,83,5,1,16,0,0,0,6,0,37,3,2,25,0,37,3,8,0.5714285714285714
167.64,170.18,65.77083999999999,Featherweight,"Cortland, New York",John Franchi,United States,,8,0,2,0,6,0,50,1,0,0,0,50,1,2,0,33,2,2,33,0,33,2,6,0.75
190.5,193.04,83.91452,Middleweight,"Lafayette, Louisiana",Tim Credeur,United States,Crazy,16,0,4,0,12,0,25,1,3,75,0,0,0,4,0,0,0,4,33,0,66,8,12,0.75
187.96,190.5,65.77083999999999,Featherweight,"St. Louis, Missouri",Sean Woodson,United States,The Sniper,16,1,2,0,13,1,0,0,1,50,0,50,1,2,0,61,8,4,30,0,7,1,13,0.8666666666666667
180.34,182.88,77.11064,Welterweight,"Jacksonville Beach, Florida",Preston Parsons,United States,Pressure,17,0,6,0,11,0,33,2,3,50,0,16,1,6,0,18,2,0,0,0,81,9,11,0.6470588235294118
167.64,170.18,56.699,Flyweight,"Sao Paulo, Sao Paulo",Luana Santos,Brazil,,10,0,2,0,8,0,100,2,0,0,0,0,0,2,0,37,3,1,12,0,50,4,8,0.8
182.88,185.42,92.98636,Light Heavyweight,"Springfield, Missouri",Zak Cummings,United States,,32,0,7,0,25,0,71,5,0,0,0,28,2,7,0,28,7,6,24,0,48,12,25,0.78125
175.26,177.8,65.77083999999999,Featherweight,"Lewiston, Idaho",Mark Coates,United States,Marky Mark,22,0,10,0,12,0,60,6,3,30,0,10,1,10,0,8,1,1,8,0,83,10,12,0.5454545454545454
185.42,187.96,106.140528,Heavyweight,"Hove, East Sussex",Oli Thompson,England,The Spartan,40,0,17,0,23,0,35,6,9,52,0,11,2,17,0,13,3,15,65,1,17,4,23,0.575
175.26,177.8,76.657048,Welterweight,Liverpool,Paul Kelly,England,Tellys,20,0,5,0,15,0,40,2,1,20,0,40,2,5,0,20,3,8,53,0,26,4,15,0.75
180.34,182.88,70.760352,Welterweight,"Kagoshima, Kagoshima",Kazuma Maruyama,Japan,Gluttony,21,0,9,0,12,0,44,4,2,22,0,33,3,9,0,33,4,4,33,0,33,4,12,0.5714285714285714
175.26,177.8,61.23492,Bantamweight,New Jersey,Magic Mears,United States,,4,0,3,0,1,0,66,2,0,0,0,33,1,3,0,0,0,1,100,0,0,0,1,0.25
180.34,182.88,70.30676,Lightweight,Chalan Pago,Jon Tuck,Guam,Super Saiyan,16,0,5,0,11,0,100,5,0,0,0,0,0,5,0,9,1,5,45,0,45,5,11,0.6875
172.72,175.26,61.23492,Bantamweight,"Fontana, California",Willie Gates,United States,,25,0,13,0,12,0,23,3,3,23,0,53,7,13,0,25,3,5,41,0,33,4,12,0.48
170.18,172.72,73.935496,Welterweight,Illinois,Kalel Robinson,United States,,21,0,9,0,12,0,11,1,2,22,1,55,5,9,0,8,1,6,50,0,41,5,12,0.5714285714285714
180.34,182.88,70.30676,Featherweight,"Howell, New Jersey",Frankie Perez,United States,,15,0,4,0,11,0,75,3,1,25,0,0,0,4,0,27,3,2,18,0,54,6,11,0.7333333333333333
172.72,175.26,65.77083999999999,Featherweight,Caracas,Maximo Blanco,Venezuela,Maxi,22,1,8,1,12,1,25,2,0,0,2,50,4,8,1,33,4,8,66,0,0,0,12,0.6
193.04,195.58,104.32616,Heavyweight,Rio de Janeiro,Carlos Barreto,Brazil,Carlao,23,0,9,0,14,0,77,7,2,22,0,0,0,9,0,7,1,8,57,0,35,5,14,0.6086956521739131
160.02,162.56,61.23492,Bantamweight,"Curitiba, Parana",Josiane Nunes,Brazil,Josi,14,0,4,0,10,0,75,3,1,25,0,0,0,4,0,30,3,7,70,0,0,0,10,0.7142857142857143
170.18,172.72,61.23492,Bantamweight,"Chicago, Illinois",Rob Menigoz,United States,,9,0,2,0,7,0,50,1,0,0,0,50,1,2,0,28,2,1,14,0,57,4,7,0.7777777777777778
182.88,185.42,83.91452,Middleweight,"Huntington Beach, California",Brandon Halsey,United States,Bull,17,0,5,0,12,0,0,0,4,80,0,20,1,5,0,41,5,3,25,0,33,4,12,0.7058823529411765
180.34,182.88,83.91452,Middleweight,Oregon,Joey Guel,USA,Coyote,22,0,8,0,14,0,50,4,3,37,0,12,1,8,0,28,4,1,7,0,64,9,14,0.6363636363636364
170.18,172.72,61.23492,Bantamweight,Tashkent,Bakhodir Tillabaev,Uzbekistan,,19,0,7,0,12,0,0,0,2,28,0,71,5,7,0,0,0,4,33,1,58,7,12,0.631578947368421
175.26,177.8,102.0582,Heavyweight,"Coolidge, Arizona",Shannon Ritch,United States,The Cannon,150,0,88,4,58,0,0,0,39,44,0,55,49,88,4,0,0,11,18,2,77,45,58,0.3972602739726027
180.34,182.88,66.224432,Lightweight,"Digby, Nova Scotia",Tristan Johnson,Canada,,15,0,6,0,9,0,16,1,4,66,0,16,1,6,0,44,4,4,44,0,11,1,9,0.6
172.72,175.26,67.585208,Lightweight,Mexico City,Jonas Ortega,Mexico,Rifle,6,0,3,0,3,0,66,2,0,0,0,33,1,3,0,33,1,1,33,0,33,1,3,0.5
185.42,187.96,77.11064,Welterweight,"Oskaloosa, Iowa",Jesse Sanders,United States,,30,0,7,0,23,0,0,0,0,0,1,85,6,7,0,4,1,8,34,1,56,13,23,0.7666666666666667
180.34,182.88,83.91452,Middleweight,"Centurion, Gauteng",Johannes Coenraad Lamprecht,South Africa,J.C.,7,0,2,0,5,0,0,0,1,50,0,50,1,2,0,0,0,2,40,0,60,3,5,0.7142857142857143
187.96,190.5,77.11064,Welterweight,"Denver, Colorado",Brandon Thatch,United States,Rukus,16,0,5,0,11,0,20,1,0,0,0,80,4,5,0,0,0,8,72,0,27,3,11,0.6875
170.18,172.72,56.699,Flyweight,"Spartanburg, South Carolina",Justin Scoggins,United States,Tank,22,0,7,0,15,0,28,2,0,0,0,71,5,7,0,40,6,7,46,0,13,2,15,0.6818181818181818
175.26,177.8,64.863656,Featherweight,"Hiroshima, Hiroshima",Kazuhiro Ito,Japan,Jungle,22,3,13,0,6,3,53,7,2,15,0,30,4,13,0,0,0,3,50,0,50,3,6,0.3157894736842105
162.56,165.1,51.255896,Strawweight,"Ewa Beach, Hawaii",Kailin Curran,United States,,13,0,7,0,6,0,42,3,1,14,0,42,3,7,0,83,5,0,0,0,16,1,6,0.46153846153846156
175.26,177.8,77.564232,Middleweight,"Santa Cruz, Rio Grande do Norte",Ciro Rodrigues,Brazil,,38,0,13,1,24,0,53,7,5,38,0,7,1,13,1,25,6,14,58,0,16,4,24,0.6486486486486487
185.42,187.96,95.25432,Heavyweight,Rio De Janeiro,Marco Ruas,Brazil,The King of the Streets,15,2,4,0,9,2,25,1,3,75,0,0,0,4,0,0,0,2,22,0,77,7,9,0.6923076923076923
165.1,167.64,63.50288,Featherweight,"Philadelphia, Pennsylvania",Dave    Roberts,United States,,5,0,2,0,3,0,0,0,1,50,0,50,1,2,0,66,2,1,33,0,0,0,3,0.6
170.18,172.72,56.699,Flyweight,"Grand Prairie, Texas",Randy Villarreal,United States,,24,0,13,0,11,0,15,2,7,53,0,30,4,13,0,18,2,2,18,0,63,7,11,0.4583333333333333
170.18,172.72,68.0388,Featherweight,"Serrinha, Bahia",Adonilton Matos,Brazil,Donny Terrier,40,0,12,0,28,0,41,5,3,25,0,33,4,12,0,17,5,9,32,0,50,14,28,0.7
185.42,187.96,92.98636,Light Heavyweight,Rio de Janeiro,Jorge Oliveira,Brazil,Van Damme,10,1,3,1,5,1,33,1,2,66,0,0,0,3,1,40,2,0,0,0,60,3,5,0.625
182.88,185.42,88.45044,Light Heavyweight,"London, Greater London",Darren Stewart,England,The Dentist,28,0,10,2,16,0,60,6,2,20,0,20,2,10,2,37,6,9,56,0,6,1,16,0.6153846153846154
177.8,180.34,65.77083999999999,Featherweight,"Numazu, Shizuoka",Yuta Sasaki,Japan,Ulka,36,2,10,0,24,2,30,3,2,20,0,50,5,10,0,41,10,2,8,0,50,12,24,0.7058823529411765
182.88,185.42,77.11064,Welterweight,"Palos Heights, Illinois",Anthony Rocco Martin,United States,,24,0,6,0,18,0,66,4,0,0,0,33,2,6,0,38,7,1,5,0,55,10,18,0.75
162.56,165.1,56.699,Flyweight,Dagestan,Ali Bagautinov,Russia,The King Puncher,29,0,7,0,22,0,85,6,1,14,0,0,0,7,0,50,11,6,27,0,22,5,22,0.7586206896551724
154.94,157.48,52.16308,Strawweight,"Farmington, New Mexico",Angela Magana,United States,Your Majesty,21,0,10,0,11,0,30,3,1,10,0,60,6,10,0,27,3,2,18,0,54,6,11,0.5238095238095238
190.5,193.04,84.368112,Light Heavyweight,"Phoenix, Arizona",Steve Steinbeiss,United States,The Hooligan,13,0,4,0,9,0,75,3,0,0,0,25,1,4,0,0,0,4,44,0,55,5,9,0.6923076923076923
177.8,180.34,80.739376,Middleweight,,Tato Primera,Spain,El Espectaculo,29,0,13,0,16,0,30,4,7,53,0,15,2,13,0,31,5,8,50,0,18,3,16,0.5517241379310345
180.34,182.88,77.11064,Welterweight,"Volta Redonda, Rio de Janeiro",Vinicius Bohrer,Brazil,,24,0,8,0,16,0,12,1,5,62,0,25,2,8,0,6,1,2,12,0,81,13,16,0.6666666666666666
177.8,180.34,70.30676,Lightweight,"Cleveland, Ohio",Jeff Cox,United States,,17,0,7,0,10,0,0,0,4,57,0,42,3,7,0,10,1,4,40,0,50,5,10,0.5882352941176471
177.8,180.34,77.11064,Welterweight,,Eldar Eldarov,Bahrain,,15,0,1,0,14,0,0,0,1,100,0,0,0,1,0,21,3,3,21,0,57,8,14,0.9333333333333333
182.88,185.42,77.11064,Welterweight,"Toms River, New Jersey",Kris McCray,United States,Savage,14,0,5,0,9,0,60,3,0,0,0,40,2,5,0,33,3,1,11,0,55,5,9,0.6428571428571429
180.34,182.88,82.100152,Middleweight,"Zinzeli, Astrakhan Oblast",Gasan Umalatov,Russia,,26,3,5,0,18,3,80,4,0,0,0,20,1,5,0,38,7,4,22,0,38,7,18,0.782608695652174
167.64,170.18,61.23492,Bantamweight,Gothenburg,Sirwan Kakai,Sweden,Zohan,17,0,5,0,12,0,80,4,0,0,0,20,1,5,0,16,2,4,33,0,50,6,12,0.7058823529411765
190.5,193.04,102.0582,Heavyweight,"Houston, Texas",Sam Adkins,United States,The Experience,29,2,20,0,7,2,25,5,6,30,0,45,9,20,0,28,2,1,14,0,57,4,7,0.25925925925925924
182.88,185.42,73.481904,Welterweight,"Lebanon, Pennsylvania",Paul Almquist,United States,,2,0,1,0,1,0,0,0,1,100,0,0,0,1,0,0,0,0,0,0,100,1,1,0.5
182.88,185.42,86.18248,Light Heavyweight,"Murrieta, California",Mark Hall,United States,The Cobra,11,0,6,0,5,0,0,0,3,50,0,50,3,6,0,0,0,4,80,0,20,1,5,0.45454545454545453
182.88,185.42,69.853168,Lightweight,"Salvador, Bahia",Valmir Lazaro,Brazil,Bidu,27,0,8,0,19,0,50,4,2,25,0,25,2,8,0,42,8,11,57,0,0,0,19,0.7037037037037037
180.34,182.88,68.945984,Lightweight,"Las Vegas, Nevada",Jimmy Jones,United States,Rabbit,10,1,5,0,4,1,60,3,1,20,0,20,1,5,0,25,1,2,50,0,25,1,4,0.4444444444444444
162.56,165.1,56.699,Flyweight,"Dourados, Mato Grosso do Sul",Karine Silva,Brazil,Killer,23,0,5,0,18,0,40,2,1,20,0,40,2,5,0,5,1,9,50,0,44,8,18,0.782608695652174
182.88,185.42,70.30676,Lightweight,"Guadalajara, Jalisco",Alvaro Herrera,Mexico,Chango,16,0,7,0,9,0,0,0,4,57,0,42,3,7,0,0,0,5,55,1,33,3,9,0.5625
175.26,177.8,77.11064,Welterweight,"West Hazleton, Pennsylvania",Jeremiah Wells,United States,,17,1,4,0,12,1,75,3,0,0,0,25,1,4,0,25,3,5,41,0,33,4,12,0.75
187.96,190.5,83.91452,Middleweight,"Sao Luis, Maranhao",Caio Borralho,Brazil,The Natural,19,0,1,1,17,0,100,1,0,0,0,0,0,1,1,47,8,5,29,0,23,4,17,0.9444444444444444
185.42,187.96,83.91452,Middleweight,"Sparta, New Jersey",Dan Miller,United States,,23,0,8,1,14,0,87,7,1,12,0,0,0,8,1,28,4,1,7,0,64,9,14,0.6363636363636364
175.26,177.8,68.0388,Lightweight,"Temecula, California",Alexis Dufresne,United States,Sneaky Zebra,9,0,3,0,6,0,66,2,1,33,0,0,0,3,0,0,0,3,50,0,50,3,6,0.6666666666666666
172.72,175.26,61.23492,Bantamweight,"Crystal Lake, Illinois",Cory Galloway,United States,The People's Champ,21,0,10,0,11,0,50,5,2,20,0,30,3,10,0,27,3,4,36,0,36,4,11,0.5238095238095238
180.34,182.88,77.11064,Welterweight,Bulawayo,Mike Mathetha,Zimbabwe,Blood Diamond,8,0,5,0,3,0,60,3,1,20,0,20,1,5,0,33,1,1,33,0,33,1,3,0.375
170.18,172.72,52.616672,Flyweight,"Temecula, California",Ashley Yoder,United States,The Spider Monkey,18,0,9,0,9,0,100,9,0,0,0,0,0,9,0,55,5,0,0,0,44,4,9,0.5
170.18,172.72,56.699,Flyweight,Gyeonggi,Hyun Sung Park,South Korea,Peace of Mind,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,1,4,44,0,44,4,9,1.0
182.88,185.42,87.996848,Light Heavyweight,,Tarek Suleiman,Syria,,23,0,9,1,13,0,44,4,4,44,0,11,1,9,1,7,1,5,38,1,46,6,13,0.5909090909090909
177.8,180.34,61.23492,Bantamweight,"Vernal, Utah",Billy Daniels,United States,,8,0,1,0,7,0,0,0,0,0,0,100,1,1,0,28,2,0,0,0,71,5,7,0.875
177.8,180.34,70.30676,Lightweight,"Amarillo, Texas",Cody Pfister,United States,The Pfist,27,1,10,0,16,1,40,4,1,10,0,50,5,10,0,37,6,4,25,0,37,6,16,0.6153846153846154
187.96,190.5,92.98636,Light Heavyweight,"Harrisburg, Pennsylvania",Phil Davis,United States,Mr. Wonderful,32,0,7,1,24,0,100,7,0,0,0,0,0,7,1,54,13,6,25,0,20,5,24,0.7741935483870968
177.8,180.34,69.399576,Lightweight,"San Jose, California",Josh Thomson,United States,The Punk,32,0,9,1,22,0,77,7,2,22,0,0,0,9,1,27,6,7,31,0,40,9,22,0.7096774193548387
162.56,165.1,52.16308,Strawweight,"Denver, Colorado",Mallory Martin,United States,,16,0,6,0,10,0,66,4,0,0,0,33,2,6,0,60,6,2,20,0,20,2,10,0.625
180.34,182.88,83.91452,Middleweight,"Highlands Ranch, Colorado",Ian Heinisch,United States,The Hurricane,19,0,5,0,14,0,60,3,1,20,0,20,1,5,0,50,7,5,35,0,14,2,14,0.7368421052631579
165.1,167.64,56.699,Flyweight,"Dana Point, California",Ian McCall,United States,Uncle Creepy,21,1,7,0,13,1,57,4,2,28,0,14,1,7,0,46,6,4,30,0,23,3,13,0.65
167.64,170.18,54.43104,Flyweight,"Boiling Springs, North Carolina",Jimmy Fowler,United States,The Prowler,7,0,2,0,5,0,50,1,1,50,0,0,0,2,0,0,0,0,0,0,100,5,5,0.7142857142857143
182.88,185.42,70.30676,Lightweight,"Cairo, New York",Mike Davis,United States,Beast Boy,14,0,3,0,11,0,66,2,0,0,0,33,1,3,0,18,2,7,63,0,18,2,11,0.7857142857142857
175.26,177.8,70.30676,Lightweight,"Dallas, Texas",Alex Munoz,United States,,9,0,2,0,7,0,100,2,0,0,0,0,0,2,0,57,4,2,28,0,14,1,7,0.7777777777777778
187.96,190.5,83.460928,Middleweight,Umea,Tor Troeng,Sweden,The Hammer,24,1,7,0,16,1,71,5,0,0,0,28,2,7,0,25,4,7,43,0,31,5,16,0.6956521739130435
162.56,165.1,52.16308,Strawweight,"Ebina, Kanagawa",Syuri Kondo,Japan,,9,0,3,0,6,0,66,2,1,33,0,0,0,3,0,83,5,1,16,0,0,0,6,0.6666666666666666
190.5,193.04,115.66596,Heavyweight,"Phoenix, Arizona",Mark Kerr,United States,The Smashing Machine,27,0,11,1,15,0,18,2,6,54,0,27,3,11,1,13,2,4,26,2,46,7,15,0.5769230769230769
182.88,185.42,70.30676,Lightweight,Venissieux,Fares Ziam,France,Smile Killer,21,0,4,0,17,0,25,1,0,0,0,75,3,4,0,35,6,7,41,0,23,4,17,0.8095238095238095
172.72,175.26,65.77083999999999,Featherweight,"Simalungun Regency, North Sumatra",Jeka Saragih,Indonesia,Si Tendangan Maut,18,0,4,0,14,0,0,0,1,25,0,75,3,4,0,7,1,9,64,0,28,4,14,0.7777777777777778
182.88,185.42,83.91452,Middleweight,Gdansk,Oskar Piechota,Poland,Imadlo,16,1,3,1,11,1,0,0,1,33,0,66,2,3,1,9,1,5,45,0,45,5,11,0.7857142857142857
177.8,180.34,77.11064,Welterweight,"Loughborough, Leicestershire",Jim Wallhead,England,Judo,45,0,12,0,33,0,41,5,3,25,0,33,4,12,0,30,10,15,45,0,24,8,33,0.7333333333333333
180.34,182.88,70.760352,Welterweight,"Hachioji, Tokyo",Kazuki Tokudome,Japan,,33,1,12,0,20,1,25,3,6,50,0,25,3,12,0,35,7,10,50,0,15,3,20,0.625
172.72,175.26,56.699,Flyweight,Mexico City,Marco Beltran,Mexico,Psycho,30,0,11,0,19,0,18,2,3,27,0,54,6,11,0,21,4,4,21,0,57,11,19,0.6333333333333333
175.26,177.8,61.23492,Bantamweight,Chiang Mai,Peter Danesoe,Thailand,The Asian Viking,11,0,3,0,8,0,33,1,0,0,0,66,2,3,0,0,0,5,62,0,37,3,8,0.7272727272727273
180.34,182.88,77.11064,Welterweight,"Kashiwa, Chiba",Yoshiyuki Yoshida,Japan,Zenko,27,0,9,0,18,0,66,6,3,33,0,0,0,9,0,16,3,8,44,1,33,6,18,0.6666666666666666
187.96,190.5,83.91452,Middleweight,"Paterson, New Jersey",Mike Massenzio,United States,,22,0,9,0,13,0,11,1,3,33,0,55,5,9,0,38,5,2,15,0,46,6,13,0.5909090909090909
182.88,185.42,77.11064,Welterweight,"Chicago, Illinois",Jason Chambers,United States,Hollywood,26,2,6,0,18,2,16,1,1,16,0,66,4,6,0,16,3,6,33,0,50,9,18,0.75
182.88,185.42,70.760352,Welterweight,Uttarakhand,Anshul Jubli,India,King of Lions,9,0,2,0,7,0,0,0,2,100,0,0,0,2,0,57,4,2,28,0,14,1,7,0.7777777777777778
175.26,177.8,61.23492,Bantamweight,"Las Vegas, Nevada",Jaylon Bates,United States,New Breed,8,0,1,0,7,0,100,1,0,0,0,0,0,1,0,42,3,0,0,0,57,4,7,0.875
177.8,180.34,77.11064,Welterweight,"Holladay, Utah",James Birdsley,United States,Birddogg,53,0,15,0,38,0,26,4,6,40,1,26,4,15,0,2,1,13,34,0,63,24,38,0.7169811320754716
190.5,193.04,120.655472,Heavyweight,"Pitangueiras, Sao Paulo",Marcelo Golm,Brazil,,16,0,6,0,10,0,50,3,3,50,0,0,0,6,0,0,0,7,70,0,30,3,10,0.625
180.34,182.88,70.30676,Lightweight,"Davenport, Iowa",Tony Sims,United States,2.0,16,0,4,0,12,0,50,2,0,0,0,50,2,4,0,0,0,10,83,0,16,2,12,0.75
177.8,180.34,72.57472,Welterweight,"Rio de Janeiro, Rio de Janeiro",Felipe Olivieri,Brazil,,24,0,7,2,15,0,28,2,4,57,0,14,1,7,2,6,1,11,73,0,20,3,15,0.6818181818181818
162.56,165.1,56.699,Flyweight,"Amarillo, Texas",Sarah Alpar,United States,Too Sweet,15,0,6,0,9,0,50,3,1,16,0,33,2,6,0,55,5,2,22,0,22,2,9,0.6
177.8,180.34,83.91452,Middleweight,,In Jae La,South Korea,,16,1,4,0,11,1,25,1,3,75,0,0,0,4,0,90,10,1,9,0,0,0,11,0.7333333333333333
185.42,187.96,92.98636,Light Heavyweight,"Apucarana, Parana",Lucas Rota,Brazil,,21,0,8,0,13,0,37,3,2,25,0,37,3,8,0,38,5,7,53,0,7,1,13,0.6190476190476191
177.8,180.34,90.7184,Light Heavyweight,"Bushmills, Antrim",Norman Parke,Northern Ireland,Stormin,41,1,7,1,32,1,57,4,1,14,0,28,2,7,1,46,15,5,15,0,37,12,32,0.8205128205128205
167.64,170.18,61.23492,Bantamweight,"Tempe, Arizona",Kevin Natividad,United States,Quicksand,13,0,4,0,9,0,25,1,3,75,0,0,0,4,0,33,3,5,55,0,11,1,9,0.6923076923076923
177.8,180.34,97.52228,Heavyweight,"Omaha, Nebraska",Steve Jennum,United States,Ninja Cop,5,0,3,0,2,0,0,0,1,33,0,66,2,3,0,0,0,1,50,0,50,1,2,0.4
165.1,167.64,61.688512,Featherweight,Tbilisi,Vazha Tsiptauri,Georgia,,21,1,6,0,14,1,66,4,1,16,0,16,1,6,0,57,8,1,7,0,35,5,14,0.7
175.26,177.8,77.11064,Welterweight,"Fresno, California",Bob Cook,United States,Crazy Bob,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,40,0,60,3,5,1.0
167.64,170.18,56.699,Flyweight,Budapest,Melinda Fabian,Hungary,,11,2,4,0,5,2,50,2,1,25,0,25,1,4,0,0,0,2,40,0,60,3,5,0.5555555555555556
185.42,187.96,83.91452,Middleweight,"Arpoador, Rio de Janeiro",Murilo Bustamante,Brazil,,24,1,8,0,15,1,75,6,2,25,0,0,0,8,0,26,4,7,46,0,26,4,15,0.6521739130434783
170.18,172.72,65.77083999999999,Featherweight,"Hampstead, New Hampshire",Brendon Marotte,United States,The Kid,11,0,3,0,8,0,33,1,1,33,0,33,1,3,0,25,2,5,62,0,12,1,8,0.7272727272727273
187.96,190.5,78.471416,Middleweight,"San Antonio, Texas",Anthony Ivy,United States,Aquaman,22,0,7,0,15,0,28,2,3,42,0,28,2,7,0,0,0,7,46,0,53,8,15,0.6818181818181818
160.02,162.56,52.16308,Strawweight,"San Diego, California",Angela Hill,United States,Overkill,32,0,14,0,18,0,85,12,0,0,0,14,2,14,0,66,12,5,27,0,5,1,18,0.5625
195.58,198.12,120.20188,Heavyweight,"Houston, Texas",Juan Adams,United States,The Kraken,16,0,6,0,10,0,16,1,5,83,0,0,0,6,0,0,0,9,90,0,10,1,10,0.625
182.88,185.42,83.91452,Middleweight,Paris,Norman Paraisy,France,,25,2,6,1,16,2,50,3,0,0,0,50,3,6,1,50,8,3,18,0,31,5,16,0.7272727272727273
185.42,187.96,92.98636,Light Heavyweight,"Los Angeles, California",Jordan Wright,United States,The Beverly Hills Ninja,19,0,5,1,13,0,20,1,3,60,0,20,1,5,1,7,1,7,53,0,38,5,13,0.7222222222222222
185.42,187.96,70.30676,Lightweight,Turku,Teemu Packalen,Finland,,11,0,3,0,8,0,33,1,2,66,0,0,0,3,0,0,0,4,50,0,50,4,8,0.7272727272727273
182.88,185.42,96.615096,Heavyweight,"Colorado Springs, Colorado",Jeremy Kimball,United States,Grizzly,31,0,11,0,20,0,0,0,5,45,0,54,6,11,0,25,5,14,70,0,5,1,20,0.6451612903225806
165.1,167.64,52.16308,Strawweight,"Sao Joao de Meriti, Rio de Janeiro",Maria Oliveira,Brazil,Spider-Girl,20,0,7,0,13,0,57,4,1,14,0,28,2,7,0,38,5,7,53,0,7,1,13,0.65
170.18,172.72,61.23492,Bantamweight,Tukums,Edgars Skrivers,Latvia,The Bearslayer,21,0,5,0,16,0,80,4,0,0,0,20,1,5,0,18,3,9,56,0,25,4,16,0.7619047619047619
170.18,172.72,62.142104,Featherweight,"Coventry, West Midlands",Melissa Mullins,England,No Mess,8,0,1,0,7,0,0,0,1,100,0,0,0,1,0,42,3,4,57,0,0,0,7,0.875
157.48,160.02,57.152592,Bantamweight,"Ananindeua, Para",Nildo Nascimento Machado,Brazil,Katchau,24,0,6,1,17,0,50,3,3,50,0,0,0,6,1,47,8,9,52,0,0,0,17,0.7391304347826086
177.8,180.34,70.760352,Welterweight,"Las Vegas, Nevada",Ryan Couture,United States,,18,0,6,0,12,0,33,2,3,50,0,16,1,6,0,41,5,1,8,0,50,6,12,0.6666666666666666
172.72,175.26,61.23492,Bantamweight,"Laval, Quebec",Aiemann Zahabi,Canada,,14,0,2,0,12,0,50,1,1,50,0,0,0,2,0,33,4,6,50,0,16,2,12,0.8571428571428571
175.26,177.8,61.23492,Bantamweight,"Waterbury, Connecticut",Mike Kimbel,United States,The Savage,9,0,4,0,5,0,0,0,1,25,0,75,3,4,0,20,1,3,60,0,20,1,5,0.5555555555555556
167.64,170.18,56.699,Flyweight,"Sao Goncalo, Rio de Janeiro",Gabriella Fernandes,Brazil,Gabi,13,0,3,0,10,0,100,3,0,0,0,0,0,3,0,40,4,3,30,0,30,3,10,0.7692307692307693
177.8,180.34,61.23492,Bantamweight,"Florence, Kentucky",Jeremy Pender,United States,Ponyboy,34,0,15,0,19,0,33,5,6,40,0,26,4,15,0,5,1,3,15,0,78,15,19,0.5588235294117647
185.42,187.96,83.91452,Middleweight,"Chattanooga, Tennessee",Jesse Grun,United States,,5,0,3,0,2,0,33,1,2,66,0,0,0,3,0,0,0,1,50,0,50,1,2,0.4
190.5,193.04,83.91452,Middleweight,"Rio de Janeiro, Rio de Janeiro",Lucas Rodrigues Lopes,Brazil,Perizinho,16,0,7,0,9,0,28,2,3,42,0,28,2,7,0,0,0,7,77,0,22,2,9,0.5625
185.42,187.96,77.11064,Welterweight,"Montreal, Quebec",Nordine Taleb,Canada,,22,0,7,0,15,0,28,2,3,42,0,28,2,7,0,53,8,7,46,0,0,0,15,0.6818181818181818
177.8,180.34,99.79024,Heavyweight,"Seattle, Washington",Boyd Ballard,United States,Bad Boy,9,1,3,0,5,1,0,0,2,66,0,33,1,3,0,60,3,2,40,0,0,0,5,0.625
185.42,187.96,97.52228,Heavyweight,Rio De Janeiro,Dario Amorim,Brazil,,7,0,3,0,4,0,33,1,2,66,0,0,0,3,0,25,1,3,75,0,0,0,4,0.5714285714285714
170.18,172.72,65.77083999999999,Featherweight,"Ul'kan, Irkutsk",Georgy Eloyan,Russia,Jora,14,0,3,0,11,0,33,1,1,33,0,33,1,3,0,36,4,6,54,0,9,1,11,0.7857142857142857
167.64,170.18,56.699,Flyweight,"Clovis, California",Joseph Morales,United States,Bopo,14,0,2,0,12,0,50,1,1,50,0,0,0,2,0,33,4,2,16,0,50,6,12,0.8571428571428571
182.88,185.42,72.57472,Welterweight,"Las Vegas, Nevada",John Lewis,United States,,10,3,4,0,3,3,25,1,2,50,0,25,1,4,0,0,0,2,66,0,33,1,3,0.42857142857142855
177.8,180.34,70.30676,Lightweight,"Arcata, California",Ross Lopez,United States,Smash,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,33,1,2,66,0,0,0,3,1.0
180.34,182.88,83.91452,Middleweight,Dublin,Charlie Ward,Ireland,Relentless,17,0,7,0,10,0,42,3,3,42,0,14,1,7,0,40,4,6,60,0,0,0,10,0.5882352941176471
167.64,170.18,63.049288,Featherweight,"Braganca Paulista, Sao Paulo",Jean Matsumoto,Brazil,,17,0,1,0,16,0,100,1,0,0,0,0,0,1,0,43,7,3,18,0,37,6,16,0.9411764705882353
182.88,185.42,61.23492,Bantamweight,"Houston, Texas",Domingo Pilarte,United States,Son of Fire,12,0,3,1,8,0,100,3,0,0,0,0,0,3,1,25,2,2,25,0,50,4,8,0.7272727272727273
