_meta_filepath,_meta_has_ufc_fights,_meta_is_active_ufc,_meta_scraped_at,_meta_total_fights,_meta_weight_class,basic_info_date_of_birth,basic_info_hometown,basic_info_name,basic_info_nationality,basic_info_nickname,fight_history_exhibition,fight_history_professional_count,fight_history_professional_draw_count,fight_history_professional_loss_count,fight_history_professional_nc_count,fight_history_professional_win_count,filename,gender,height,primary_division,profile_url,reach,record_summary_draws,record_summary_losses_decision_percentage,record_summary_losses_decisions,record_summary_losses_knockouts,record_summary_losses_ko_percentage,record_summary_losses_others,record_summary_losses_submission_percentage,record_summary_losses_submissions,record_summary_losses_total,record_summary_no_contests,record_summary_wins_decision_percentage,record_summary_wins_decisions,record_summary_wins_knockouts,record_summary_wins_ko_percentage,record_summary_wins_others,record_summary_wins_submission_percentage,record_summary_wins_submissions,record_summary_wins_total,scraped_at,weight
./data/adlan_amagov_41523.json,,,2025-04-13T15:25:02.461335,,Unknown,"Oct 30, 1986",Grozny,Adlan Amagov,Russia,Borz,[],17,1,2,0,14,adlan_amagov_41523.json,Female,"5'11""",Featherweight,https://www.sherdog.com/fighter/Adlan-Amagov-41523,"72""",1,0,0,1,50,0,50,1,2,0,35,5,8,57,0,7,1,14,2025-04-13T15:25:02.461335,170.0
./data/mario_miranda_23852.json,,,2025-04-13T18:23:14.743272,,Unknown,"Sep 21, 1978",Rio de Janeiro,Mario Miranda,Brazil,Super Mario,[],21,0,7,0,14,mario_miranda_23852.json,Male,"6'3""",Middleweight,https://www.sherdog.com/fighter/Mario-Miranda-23852,"76""",0,71,5,2,28,0,0,0,7,0,21,3,6,42,0,35,5,14,2025-04-13T18:23:14.743272,185.0
./data/danny_levins_119387.json,,,2025-04-13T19:13:04.222078,,Unknown,,,Danny Levins,England,,[],1,0,1,0,0,danny_levins_119387.json,Female,"0'0""",Atomweight,https://www.sherdog.com/fighter/Danny-Levins-119387,"1""",0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,2025-04-13T19:13:04.222078,0.0
./data/ramazonbek_temirov_215649.json,True,False,2025-04-13T21:05:56.821440,22,Unknown,"Jan 31, 1997",Kashkadarya,Ramazonbek Temirov,Uzbekistan,Temurlan,[],22,0,3,0,19,ramazonbek_temirov_215649.json,Male,"5'5""",Bantamweight,https://www.sherdog.com/fighter/Ramazonbek-Temirov-215649,"66""",0,66,2,0,0,0,33,1,3,0,36,7,11,57,0,5,1,19,2025-04-13T21:05:56.821440,126.0
./data/eneas_souza_89535.json,,,2025-04-13T15:23:18.946316,,Unknown,,,Eneas Souza,Brazil,,[],1,0,1,0,0,eneas_souza_89535.json,Female,"0'0""",Atomweight,https://www.sherdog.com/fighter/Eneas-Souza-89535,"1""",0,0,0,0,0,0,100,1,1,0,0,0,0,0,0,0,0,0,2025-04-13T15:23:18.946316,0.0
./data/joshua_sharpless_99339.json,,,2025-04-13T18:35:26.884851,,Unknown,"Feb 6, 1978",Texas,Joshua Sharpless,United States,,[],6,0,6,0,0,joshua_sharpless_99339.json,Male,"0'0""",Welterweight,https://www.sherdog.com/fighter/Joshua-Sharpless-99339,"1""",0,66,4,2,33,0,0,0,6,0,0,0,0,0,0,0,0,0,2025-04-13T18:35:26.884851,168.0
./data/carlos_ulberg_84291.json,True,False,2025-04-13T20:58:48.086269,13,Unknown,"Nov 17, 1990",Auckland,Carlos Ulberg,New Zealand,Black Jag,[],13,0,1,0,12,carlos_ulberg_84291.json,Male,"6'4""",Light Heavyweight,https://www.sherdog.com/fighter/Carlos-Ulberg-84291,"77""",0,0,0,1,100,0,0,0,1,0,33,4,7,58,0,8,1,12,2025-04-13T20:58:48.086269,205.0
./data/eric_winston_78527.json,,,2025-04-13T16:26:35.215490,,Unknown,"Apr 17, 1987","Huntington Beach, California",Eric Winston,United States,,[],7,0,2,0,5,eric_winston_78527.json,Male,"5'9""",Featherweight,https://www.sherdog.com/fighter/Eric-Winston-78527,"70""",0,50,1,1,50,0,0,0,2,0,20,1,0,0,0,80,4,5,2025-04-13T16:26:35.215490,145.0
./data/brandon_royval_83851.json,,,2025-04-13T14:12:42.919076,,Unknown,"Aug 16, 1992","Englewood, Colorado",Brandon Royval,United States,Raw Dawg,[],24,0,7,0,17,brandon_royval_83851.json,Male,"5'7""",Flyweight,https://www.sherdog.com/fighter/Brandon-Royval-83851,"68""",0,71,5,1,14,0,14,1,7,0,23,4,4,23,0,52,9,17,2025-04-13T14:12:42.919076,125.0
./data/nursulton_ruziboev_175547.json,,,2025-04-13T19:15:14.702849,,Unknown,"Nov 19, 1993",Tashkent,Nursulton Ruziboev,Uzbekistan,Black,[],48,2,9,2,35,nursulton_ruziboev_175547.json,Male,"6'5""",Middleweight,https://www.sherdog.com/fighter/Nursulton-Ruziboev-175547,"78""",2,77,7,2,22,0,0,0,9,2,5,2,14,40,0,54,19,35,2025-04-13T19:15:14.702849,185.0
./data/jaroslav_poborsky_11841.json,True,False,2025-04-13T20:41:15.598157,77,Unknown,"Jun 11, 1979",Prague,Jaroslav Poborsky,Czech Republic,Cinan,[],77,1,49,0,27,jaroslav_poborsky_11841.json,Male,"5'7""",Lightweight,https://www.sherdog.com/fighter/Jaroslav-Poborsky-11841,"68""",1,14,7,18,36,3,42,21,49,0,18,5,7,25,4,40,11,27,2025-04-13T20:41:15.598157,155.0
./data/juliana_lima_73710.json,True,False,2025-04-13T21:20:34.322394,17,Unknown,"Mar 15, 1982","Belo Horizonte, Minas Gerais",Juliana Lima,Brazil,Ju Thai,[],17,0,7,0,10,juliana_lima_73710.json,Female,"5'5""",Flyweight,https://www.sherdog.com/fighter/Juliana-Lima-73710,"66""",0,85,6,0,0,0,14,1,7,0,80,8,2,20,0,0,0,10,2025-04-13T21:20:34.322394,116.0
./data/kenny_florian_8021.json,,,2025-04-13T16:06:56.301133,,Unknown,"May 26, 1976","Westwood, Massachusetts",Kenny Florian,United States,KenFlo,[],20,0,6,0,14,kenny_florian_8021.json,Male,"5'10""",Featherweight,https://www.sherdog.com/fighter/Kenny-Florian-8021,"71""",0,66,4,1,16,0,16,1,6,0,14,2,4,28,0,57,8,14,2025-04-13T16:06:56.301133,145.0
./data/jae_hyun_park_325247.json,True,False,2025-04-13T20:55:16.772502,10,Unknown,"Dec 10, 2001",Seoul,Jae Hyun Park,South Korea,,[],10,0,3,0,7,jae_hyun_park_325247.json,Male,"5'10""",Welterweight,https://www.sherdog.com/fighter/Jae-Hyun-Park-325247,"71""",0,33,1,2,66,0,0,0,3,0,28,2,2,28,0,42,3,7,2025-04-13T20:55:16.772502,156.0
./data/sergey_khandozhko_91889.json,True,False,2025-04-13T21:12:35.438217,34,Unknown,"May 19, 1992",Moscow,Sergey Khandozhko,Russia,Honda,[],34,1,6,0,27,sergey_khandozhko_91889.json,Male,"6'1""",Welterweight,https://www.sherdog.com/fighter/Sergey-Khandozhko-91889,"74""",1,50,3,1,16,0,33,2,6,0,25,7,13,48,0,25,7,27,2025-04-13T21:12:35.438217,170.0
./data/luis_roberto_herrera_84449.json,,,2025-04-13T17:00:20.808548,,Unknown,"Aug 18, 1988","El Paso, Texas",Luis Roberto Herrera,United States,Leon,[],5,0,3,0,2,luis_roberto_herrera_84449.json,Male,"0'0""",Featherweight,https://www.sherdog.com/fighter/Luis-Roberto-Herrera-84449,"1""",0,0,0,1,33,0,66,2,3,0,0,0,2,100,0,0,0,2,2025-04-13T17:00:20.808548,145.0
./data/yui_chul_nam_15987.json,True,False,2025-04-13T21:13:01.370346,30,Unknown,"Jul 16, 1981",Seoul,Yui Chul Nam,South Korea,The Korean Bulldozer,[],30,1,9,0,20,yui_chul_nam_15987.json,Male,"5'9""",Lightweight,https://www.sherdog.com/fighter/Yui-Chul-Nam-15987,"70""",1,55,5,3,33,0,11,1,9,0,50,10,9,45,0,5,1,20,2025-04-13T21:13:01.370346,152.0
./data/michael_imperato_72325.json,,,2025-04-13T16:34:05.588545,,Unknown,"Sep 1, 1989","Woodbridge, Ontario",Michael Imperato,Canada,,[],19,0,7,0,12,michael_imperato_72325.json,Male,"5'7""",Bantamweight,https://www.sherdog.com/fighter/Michael-Imperato-72325,"68""",0,57,4,2,28,0,14,1,7,0,25,3,0,0,0,75,9,12,2025-04-13T16:34:05.588545,135.0
./data/daniel_skibinski_130067.json,,,2025-04-13T19:05:42.679019,,Unknown,"Aug 28, 1990",Milicz,Daniel Skibinski,Poland,Skiba,[],32,0,10,0,22,daniel_skibinski_130067.json,Male,"5'10""",Middleweight,https://www.sherdog.com/fighter/Daniel-Skibinski-130067,"71""",0,30,3,5,50,0,20,2,10,0,59,13,7,31,0,9,2,22,2025-04-13T19:05:42.679019,176.0
./data/mauricio_diaz_96789.json,,,2025-04-13T16:23:12.272718,,Unknown,"Dec 6, 1989","Anaheim, California",Mauricio Diaz,United States,The Shark,[],9,0,6,0,3,mauricio_diaz_96789.json,Male,"5'7""",Bantamweight,https://www.sherdog.com/fighter/Mauricio-Diaz-96789,"68""",0,66,4,1,16,0,16,1,6,0,66,2,1,33,0,0,0,3,2025-04-13T16:23:12.272718,135.0
./data/mike_medrano_25218.json,,,2025-04-13T15:50:21.768999,,Unknown,"Mar 25, 1978","Toms River, New Jersey",Mike Medrano,United States,,[],25,0,13,0,12,mike_medrano_25218.json,Male,"5'5""",Welterweight,https://www.sherdog.com/fighter/Mike-Medrano-25218,"66""",0,46,6,6,46,0,7,1,13,0,41,5,2,16,0,41,5,12,2025-04-13T15:50:21.768999,166.0
./data/murad_abdulaev_98227.json,,,2025-04-13T18:31:24.110687,,Unknown,"Oct 1, 1989","Anapa, Krasnodar Krai",Murad Abdulaev,Russia,Hunter,[],30,0,8,0,22,murad_abdulaev_98227.json,Male,"5'9""",Middleweight,https://www.sherdog.com/fighter/Murad-Abdulaev-98227,"70""",0,75,6,2,25,0,0,0,8,0,50,11,10,45,0,4,1,22,2025-04-13T18:31:24.110687,185.0
./data/mark_neville_66080.json,,,2025-04-13T16:35:53.194349,,Unknown,"Jul 7, 1988",,Mark Neville,,,[],11,0,10,0,1,mark_neville_66080.json,Male,"0'0""",Featherweight,https://www.sherdog.com/fighter/Mark-Neville-66080,"1""",0,0,0,2,20,0,80,8,10,0,0,0,0,0,0,100,1,1,2025-04-13T16:35:53.194349,145.0
./data/marius_buzinskas_13079.json,,,2025-04-13T19:10:35.900734,,Unknown,,,Marius Buzinskas,Lithuania,,[],16,0,9,0,7,marius_buzinskas_13079.json,Male,"0'0""",Welterweight,https://www.sherdog.com/fighter/Marius-Buzinskas-13079,"1""",0,0,0,0,0,0,100,9,9,0,0,0,3,42,0,57,4,7,2025-04-13T19:10:35.900734,170.0
./data/donnie_johnson_226229.json,,,2025-04-13T17:18:34.342314,,Unknown,,"Longview, Washington",Donnie Johnson,United States,,[],5,0,2,1,2,donnie_johnson_226229.json,Male,"5'6""",Bantamweight,https://www.sherdog.com/fighter/Donnie-Johnson-226229,"67""",0,50,1,0,0,0,50,1,2,1,0,0,0,0,0,100,2,2,2025-04-13T17:18:34.342314,135.0
./data/chad_laprise_69681.json,,,2025-04-13T19:01:20.527470,,Unknown,"Jul 23, 1986","London, Ontario",Chad Laprise,Canada,The Disciple,[],17,0,4,0,13,chad_laprise_69681.json,Male,"5'10""",Welterweight,https://www.sherdog.com/fighter/Chad-Laprise-69681,"71""",0,25,1,3,75,0,0,0,4,0,38,5,7,53,0,7,1,13,2025-04-13T19:01:20.527470,159.0
./data/jamie_pritchard_75784.json,,,2025-04-13T17:49:48.683105,,Unknown,"Nov 18, 1991","Newquay, Cornwall",Jamie Pritchard,England,,[],9,0,4,0,5,jamie_pritchard_75784.json,Male,"5'10""",Featherweight,https://www.sherdog.com/fighter/Jamie-Pritchard-75784,"71""",0,25,1,3,75,0,0,0,4,0,0,0,1,20,0,80,4,5,2025-04-13T17:49:48.683105,139.0
./data/luis_silva_26666.json,True,False,2025-04-13T20:42:11.339400,18,Unknown,,,Luis Silva,Portugal,Pinho,[],18,1,12,0,5,luis_silva_26666.json,Male,"0'0""",Middleweight,https://www.sherdog.com/fighter/Luis-Silva-26666,"1""",1,0,0,7,58,1,33,4,12,0,40,2,3,60,0,0,0,5,2025-04-13T20:42:11.339400,185.0
./data/steve_mccabe_17848.json,,,2025-04-13T18:03:23.160393,,Unknown,"Dec 8, 1978","Philadelphia, Pennsylvania",Steve McCabe,United States,,[],28,0,21,0,7,steve_mccabe_17848.json,Male,"5'8""",Lightweight,https://www.sherdog.com/fighter/Steve-McCabe-17848,"69""",0,0,0,4,19,0,80,17,21,0,0,0,5,71,0,28,2,7,2025-04-13T18:03:23.160393,154.0
./data/david_guigui_994.json,,,2025-04-13T18:08:49.516111,,Unknown,,"Montreal, Quebec",David Guigui,Canada,,[],14,0,7,0,7,david_guigui_994.json,Male,"6'1""",Lightweight,https://www.sherdog.com/fighter/David-Guigui-994,"74""",0,0,0,4,57,0,42,3,7,0,14,1,1,14,0,71,5,7,2025-04-13T18:08:49.516111,154.0
./data/alex_morono_64894.json,,,2025-04-13T18:35:44.943900,,Unknown,"Aug 16, 1990","Houston, Texas",Alex Morono,United States,The Great White,[],37,0,12,1,24,alex_morono_64894.json,Male,"5'11""",Welterweight,https://www.sherdog.com/fighter/Alex-Morono-64894,"72""",0,66,8,4,33,0,0,0,12,1,41,10,6,25,1,29,7,24,2025-04-13T18:35:44.943900,170.0
./data/vaughan_lee_6946.json,,,2025-04-13T17:21:39.613051,,Unknown,"Oct 15, 1982","Birmingham, West Midlands",Vaughan Lee,England,,[],29,1,14,0,14,vaughan_lee_6946.json,Male,"5'5""",Bantamweight,https://www.sherdog.com/fighter/Vaughan-Lee-6946,"66""",1,28,4,4,28,0,42,6,14,0,21,3,4,28,0,50,7,14,2025-04-13T17:21:39.613051,135.0
./data/jalin_turner_158269.json,,,2025-04-13T17:58:40.508609,,Unknown,"May 18, 1995","San Bernardino, California",Jalin Turner,United States,The Tarantula,[],23,0,9,0,14,jalin_turner_158269.json,Male,"6'3""",Lightweight,https://www.sherdog.com/fighter/Jalin-Turner-158269,"76""",0,44,4,4,44,0,11,1,9,0,0,0,10,71,0,28,4,14,2025-04-13T17:58:40.508609,155.0
./data/david_barrios_19672.json,,,2025-04-13T17:31:58.113964,,Unknown,,"San Jose, California",David Barrios,United States,,[],12,0,8,0,4,david_barrios_19672.json,Male,"5'6""",Bantamweight,https://www.sherdog.com/fighter/David-Barrios-19672,"67""",0,25,2,5,62,0,12,1,8,0,0,0,1,25,0,75,3,4,2025-04-13T17:31:58.113964,135.0
./data/paulistenio_rocha_102397.json,,,2025-04-13T19:02:29.139945,,Unknown,"Aug 11, 1982","Rio Verde, Goias",Paulistenio Rocha,Brazil,,[],26,1,8,0,17,paulistenio_rocha_102397.json,Male,"5'10""",Welterweight,https://www.sherdog.com/fighter/Paulistenio-Rocha-102397,"71""",1,50,4,2,25,0,25,2,8,0,41,7,7,41,0,17,3,17,2025-04-13T19:02:29.139945,170.0
./data/cyril_asker_94411.json,True,False,2025-04-13T20:29:03.189645,13,Unknown,"Dec 24, 1985","Avignon, Vaucluse",Cyril Asker,France,Silverback,[],13,0,4,0,9,cyril_asker_94411.json,Male,"6'0""",Heavyweight,https://www.sherdog.com/fighter/Cyril-Asker-94411,"73""",0,0,0,3,75,0,25,1,4,0,22,2,4,44,0,33,3,9,2025-04-13T20:29:03.189645,244.0
./data/jake_shields_502.json,,,2025-04-13T18:20:49.120318,,Unknown,"Jan 9, 1979","San Francisco, California",Jake Shields,United States,,[],46,1,11,1,33,jake_shields_502.json,Male,"6'0""",Welterweight,https://www.sherdog.com/fighter/Jake-Shields-502,"73""",1,54,6,4,36,0,9,1,11,1,54,18,3,9,0,36,12,33,2025-04-13T18:20:49.120318,170.0
./data/jose_mariscal_171651.json,True,False,2025-04-13T21:04:55.308610,25,Unknown,"Oct 27, 1992","Cicero, Illinois",Jose Mariscal,United States,Chepe / Machine Gun,[],25,0,6,1,18,jose_mariscal_171651.json,Male,"5'6""",Featherweight,https://www.sherdog.com/fighter/Jose-Mariscal-171651,"67""",0,50,3,3,50,0,0,0,6,1,44,8,7,38,0,16,3,18,2025-04-13T21:04:55.308610,145.0
./data/melvin_blumer_70547.json,,,2025-04-13T16:35:27.086389,,Unknown,"Feb 18, 1982","Lindstrom, Minnesota",Melvin Blumer,United States,The Career Killer,[],17,0,4,0,13,melvin_blumer_70547.json,Male,"5'9""",Bantamweight,https://www.sherdog.com/fighter/Melvin-Blumer-70547,"70""",0,0,0,2,50,0,50,2,4,0,15,2,5,38,0,46,6,13,2025-04-13T16:35:27.086389,135.0
./data/giovane_fernandes_93583.json,,,2025-04-13T17:43:35.930896,,Unknown,,Para,Giovane Fernandes,Brazil,Irmao Geo,[],3,0,2,0,1,giovane_fernandes_93583.json,Male,"0'0""",Lightweight,https://www.sherdog.com/fighter/Giovane-Fernandes-93583,"1""",0,0,0,1,50,0,50,1,2,0,0,0,1,100,0,0,0,1,2025-04-13T17:43:35.930896,155.0
./data/muin_gafurov_182325.json,True,False,2025-04-13T20:53:11.117694,26,Unknown,"May 17, 1996",Dushanbe,Muin Gafurov,Tajikistan,Tajik,[],26,0,6,0,20,muin_gafurov_182325.json,Male,"5'7""",Featherweight,https://www.sherdog.com/fighter/Muin-Gafurov-182325,"68""",0,83,5,0,0,0,16,1,6,0,15,3,10,50,0,35,7,20,2025-04-13T20:53:11.117694,136.0
./data/satoshi_ishii_41887.json,False,False,2025-04-13T21:43:30.029260,39,Unknown,"Dec 19, 1986","Ibaraki, Osaka",Satoshi Ishii,Japan,,[],39,1,13,0,25,satoshi_ishii_41887.json,Male,"5'11""",Heavyweight,https://www.sherdog.com/fighter/Satoshi-Ishii-41887,"72""",1,53,7,6,46,0,0,0,13,0,40,10,3,12,0,48,12,25,2025-04-13T21:43:30.029260,241.0
./data/david_terrell_536.json,True,False,2025-04-13T20:00:56.739694,8,Unknown,"Jan 9, 1978",California,David Terrell,USA,The Soul Assassin,[],8,0,2,0,6,david_terrell_536.json,Male,"6'0""",Middleweight,https://www.sherdog.com/fighter/David-Terrell-536,"73""",0,50,1,1,50,0,0,0,2,0,0,0,2,33,0,66,4,6,2025-04-13T20:00:56.739694,185.0
./data/ryuki_ueyama_1479.json,False,False,2025-04-13T21:38:04.362271,36,Unknown,"Apr 17, 1976","Machida, Tokyo",Ryuki Ueyama,Japan,,[],36,5,18,1,12,ryuki_ueyama_1479.json,Male,"5'11""",Lightweight,https://www.sherdog.com/fighter/Ryuki-Ueyama-1479,"72""",5,61,11,4,22,1,11,2,18,1,41,5,2,16,0,41,5,12,2025-04-13T21:38:04.362271,155.0
./data/michael_ortiz_116689.json,,,2025-04-13T17:33:23.170108,,Unknown,"May 23, 1992","Rio Grande, Texas",Michael Ortiz,United States,,[],4,0,2,0,2,michael_ortiz_116689.json,Male,"0'0""",Bantamweight,https://www.sherdog.com/fighter/Michael-Ortiz-116689,"1""",0,50,1,0,0,0,50,1,2,0,0,0,1,50,0,50,1,2,2025-04-13T17:33:23.170108,133.0
./data/gillian_robertson_219015.json,True,False,2025-04-13T21:21:42.961031,23,Unknown,"May 17, 1995","Niagara Falls, Ontario",Gillian Robertson,Canada,The Savage,[],23,0,8,0,15,gillian_robertson_219015.json,Female,"5'5""",Strawweight,https://www.sherdog.com/fighter/Gillian-Robertson-219015,"66""",0,75,6,1,12,0,12,1,8,0,26,4,2,13,0,60,9,15,2025-04-13T21:21:42.961031,115.0
./data/jordan_griffin_56524.json,True,False,2025-04-13T20:52:52.065827,30,Unknown,"Feb 23, 1990","Milwaukee, Wisconsin",Jordan Griffin,United States,The Native Psycho,[],30,0,11,0,19,jordan_griffin_56524.json,Male,"5'10""",Featherweight,https://www.sherdog.com/fighter/Jordan-Griffin-56524,"71""",0,72,8,1,9,0,18,2,11,0,21,4,6,31,0,47,9,19,2025-04-13T20:52:52.065827,145.0
./data/kalyk_bakyt_241429.json,,,2025-04-13T16:57:59.478053,,Unknown,,,Kalyk Bakyt,Kyrgyzstan,,[],4,0,3,0,1,kalyk_bakyt_241429.json,Male,"0'0""",Featherweight,https://www.sherdog.com/fighter/Kalyk-Bakyt-241429,"1""",0,0,0,2,66,0,33,1,3,0,0,0,1,100,0,0,0,1,2025-04-13T16:57:59.478053,145.0
./data/rodrigo_medeiros_27181.json,,,2025-04-13T19:02:53.339090,,Unknown,,"Goiania, Goias",Rodrigo Medeiros,Brazil,,[],1,1,0,0,0,rodrigo_medeiros_27181.json,Male,"0'0""",Welterweight,https://www.sherdog.com/fighter/Rodrigo-Medeiros-27181,"1""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-04-13T19:02:53.339090,170.0
./data/william_gomis_217407.json,True,False,2025-04-13T20:56:28.367309,17,Unknown,"Jun 13, 1997",Paris,William Gomis,France,The Jaguar,[],17,0,3,0,14,william_gomis_217407.json,Male,"6'0""",Featherweight,https://www.sherdog.com/fighter/William-Gomis-217407,"73""",0,66,2,0,0,0,33,1,3,0,42,6,7,50,0,7,1,14,2025-04-13T20:56:28.367309,145.0
./data/leandro_higo_65185.json,,,2025-04-13T16:26:16.350918,,Unknown,"Jan 19, 1989","Mossoro, Rio Grande do Norte",Leandro Higo,Brazil,Pitbull,[],30,0,7,0,23,leandro_higo_65185.json,Male,"5'8""",Bantamweight,https://www.sherdog.com/fighter/Leandro-Higo-65185,"69""",0,57,4,2,28,0,14,1,7,0,30,7,3,13,0,56,13,23,2025-04-13T16:26:16.350918,135.0
./data/phil_hawes_130935.json,,,2025-04-13T18:51:05.914320,,Unknown,"Jan 8, 1989","Little Ferry, New Jersey",Phil Hawes,United States,No Hype,[],18,0,6,0,12,phil_hawes_130935.json,Male,"5'11""",Middleweight,https://www.sherdog.com/fighter/Phil-Hawes-130935,"72""",0,0,0,5,83,0,16,1,6,0,16,2,8,66,0,16,2,12,2025-04-13T18:51:05.914320,185.0
./data/huaxiang_dong_256795.json,True,False,2025-04-13T21:26:57.854968,15,Unknown,"Aug 21, 1998","Jing'an, Shanghai",Huaxiang Dong,China,Hua Mulan,[],15,0,3,0,12,huaxiang_dong_256795.json,Female,"5'5""",Strawweight,https://www.sherdog.com/fighter/Huaxiang-Dong-256795,"66""",0,33,1,1,33,0,33,1,3,0,33,4,1,8,0,58,7,12,2025-04-13T21:26:57.854968,115.0
./data/nicolle_caliari_202195.json,True,False,2025-04-13T21:27:39.300942,11,Unknown,"Nov 4, 1996","Curitiba, Parana",Nicolle Caliari,Brazil,,[],11,0,3,0,8,nicolle_caliari_202195.json,Male,"5'3""",Flyweight,https://www.sherdog.com/fighter/Nicolle-Caliari-202195,"64""",0,66,2,0,0,0,33,1,3,0,0,0,5,62,0,37,3,8,2025-04-13T21:27:39.300942,125.0
./data/jamie_moyle_85597.json,True,False,2025-04-13T21:20:13.217061,8,Unknown,"Mar 17, 1989","Orlando, Florida",Jamie Moyle,United States,,[],8,0,4,0,4,jamie_moyle_85597.json,Male,"5'1""",Flyweight,https://www.sherdog.com/fighter/Jamie-Moyle-85597,"62""",0,100,4,0,0,0,0,0,4,0,75,3,0,0,0,25,1,4,2025-04-13T21:20:13.217061,125.0
./data/scott_jorgensen_16852.json,,,2025-04-13T17:08:14.337696,,Unknown,"Sep 17, 1982","Boise, Idaho",Scott Jorgensen,United States,Young Guns,[],27,0,12,0,15,scott_jorgensen_16852.json,Male,"5'5""",Bantamweight,https://www.sherdog.com/fighter/Scott-Jorgensen-16852,"66""",0,50,6,2,16,0,33,4,12,0,53,8,2,13,0,33,5,15,2025-04-13T17:08:14.337696,135.0
./data/adam_lynn_3604.json,False,False,2025-04-13T21:40:14.812715,28,Unknown,"Nov 16, 1977","Laguna Hills, California",Adam Lynn,United States,,[],28,0,10,1,17,adam_lynn_3604.json,Female,"5'10""",Featherweight,https://www.sherdog.com/fighter/Adam-Lynn-3604,"71""",0,20,2,5,50,0,30,3,10,1,41,7,6,35,0,23,4,17,2025-04-13T21:40:14.812715,155.0
./data/ali_elias_1237.json,False,False,2025-04-13T21:35:28.815772,12,Unknown,,,Ali Elias,Iran,,[],12,0,2,0,10,ali_elias_1237.json,Male,"0'0""",Welterweight,https://www.sherdog.com/fighter/Ali-Elias-1237,"1""",0,0,0,1,50,0,50,1,2,0,0,0,1,10,0,90,9,10,2025-04-13T21:35:28.815772,170.0
./data/earl_brown_48223.json,,,2025-04-13T19:09:14.566387,,Unknown,,,Earl Brown,England,,[],16,0,13,0,3,earl_brown_48223.json,Male,"0'0""",Light Heavyweight,https://www.sherdog.com/fighter/Earl-Brown-48223,"1""",0,23,3,9,69,0,7,1,13,0,0,0,1,33,0,66,2,3,2025-04-13T19:09:14.566387,205.0
./data/ben_sosoli_125617.json,True,False,2025-04-13T21:03:38.015802,13,Unknown,"Dec 10, 1989","Melbourne, Victoria",Ben Sosoli,Australia,Combat Wombat,[],13,0,3,2,8,ben_sosoli_125617.json,Male,"6'0""",Heavyweight,https://www.sherdog.com/fighter/Ben-Sosoli-125617,"73""",0,66,2,1,33,0,0,0,3,2,25,2,6,75,0,0,0,8,2025-04-13T21:03:38.015802,264.0
./data/remco_pardoel_33.json,True,,2025-04-13T19:37:15.787192,18,Unknown,"May 23, 1969",Oss,Remco Pardoel,Netherlands,Grizzly,[],18,1,6,2,9,remco_pardoel_33.json,Male,"6'2""",Heavyweight,https://www.sherdog.com/fighter/Remco-Pardoel-33,"75""",1,16,1,3,50,0,33,2,6,2,22,2,1,11,0,66,6,9,2025-04-13T19:37:15.787192,250.0
./data/marcus_mcghee_122153.json,,,2025-04-13T17:54:16.546499,,Unknown,"May 7, 1990","Phoenix, Arizona",Marcus McGhee,United States,The Maniac,[],11,0,1,0,10,marcus_mcghee_122153.json,Male,"5'8""",Bantamweight,https://www.sherdog.com/fighter/Marcus-McGhee-122153,"69""",0,0,0,0,0,0,100,1,1,0,10,1,8,80,0,10,1,10,2025-04-13T17:54:16.546499,135.0
./data/askar_askar_190315.json,,,2025-04-13T16:35:10.624296,,Unknown,"Aug 19, 1994","Orlando Park, Illinois",Askar Askar,United States,AK-47,[],18,0,4,0,14,askar_askar_190315.json,Male,"5'7""",Bantamweight,https://www.sherdog.com/fighter/Askar-Askar-190315,"68""",0,25,1,2,50,0,25,1,4,0,50,7,6,42,0,7,1,14,2025-04-13T16:35:10.624296,135.0
./data/rene_pessoa_131217.json,,,2025-04-13T18:37:42.012350,,Unknown,"Apr 14, 1989","Recife, Pernambuco",Rene Pessoa,Brazil,Soldado,[],36,0,11,0,25,rene_pessoa_131217.json,Male,"6'2""",Middleweight,https://www.sherdog.com/fighter/Rene-Pessoa-131217,"75""",0,36,4,5,45,0,18,2,11,0,8,2,4,16,0,76,19,25,2025-04-13T18:37:42.012350,185.0
./data/javier_omar_reyes_175801.json,,,2025-04-13T19:23:22.876511,,Unknown,,Mexico City,Javier Omar Reyes,Mexico,Tyson,[],9,0,6,0,3,javier_omar_reyes_175801.json,Male,"0'0""",Lightweight,https://www.sherdog.com/fighter/Javier-Omar-Reyes-175801,"1""",0,16,1,1,16,0,66,4,6,0,33,1,1,33,0,33,1,3,2025-04-13T19:23:22.876511,155.0
./data/yosdenis_cedeno_47066.json,True,False,2025-04-13T20:22:45.226979,19,Unknown,"Feb 12, 1985",Havana,Yosdenis Cedeno,Cuba,Pink Panther,[],19,1,7,0,11,yosdenis_cedeno_47066.json,Male,"5'8""",Lightweight,https://www.sherdog.com/fighter/Yosdenis-Cedeno-47066,"69""",1,71,5,0,0,0,28,2,7,0,36,4,7,63,0,0,0,11,2025-04-13T20:22:45.226979,155.0
